"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight","gene_symbol"
"ENSMUSG00000022132",115.217482809596,1.54200030790245,0.518531762902613,2.97378177813199,0.00294154188727177,0.747380764030462,0.809856632836241,"Cldn10"
"ENSMUSG00000048970",88.1423208693027,0.677151583821091,0.227982945598493,2.97018525681145,0.00297620209273357,0.700242086612541,1.00910594211926,"C1galt1c1"
"ENSMUSG00000021241",111.517649394809,-0.605529996555965,0.206291950420489,-2.93530598417292,0.00333218920500498,0.642527961108119,2.1743554841064,"Isca2"
"ENSMUSG00000109564",43.2252953496317,3.34880585542171,1.14105023379595,2.93484524715549,0.00333714076015513,0.740430627675242,1,"Muc16"
"ENSMUSG00000028582",609.871436785906,-0.403949692297862,0.137919072522863,-2.92888927476582,0.00340175577518654,1,0,"Cc2d1b"
"ENSMUSG00000064666",6.64366383519507,-3.9622062253077,1.35287446042771,-2.92873163120772,0.00340348138386191,1,0,"Snora52"
"ENSMUSG00000065208",10.9622638818436,-1.79081182566322,0.61230015811785,-2.92472866766521,0.0034475668105061,0.740430627675242,1,"Gm24616"
"ENSMUSG00000029547",1219.28495494367,-0.404137541037093,0.139331508370473,-2.90054665856713,0.00372512375128294,0.85275772967039,0.321455752139802,"Ints1"
"ENSMUSG00000048897",754.867675064389,-0.513572738872074,0.177076219793728,-2.90029197297255,0.00372815211481658,1,0,NA
"ENSMUSG00000070419",195.777500408532,2.94045789377674,1.01550482760945,2.89556269338346,0.00378479420154242,0.750368561182495,1,NA
"ENSMUSG00000088059",12.6657771340929,-1.61130669140593,0.556886666384097,-2.89341941308858,0.00381072064973435,0.651352932168797,1.8214557521398,NA
"ENSMUSG00000115170",7.77560697680456,5.2331304698897,1.80971518595768,2.89168732765007,0.00383179082372091,0.651352932168797,1.8214557521398,"Vmn1r38"
"ENSMUSG00000050747",6.79704418599974,-2.5883648735576,0.901591935404075,-2.87088290380232,0.00409327121444821,1,0,"Trim15"
"ENSMUSG00000024827",126.908872392274,-2.62561770079405,0.914573818483776,-2.87086471067685,0.00409350679420329,0.656835994640767,1.72258753566005,"Gldc"
"ENSMUSG00000015202",447.97105159312,-0.742561691370919,0.258839432331208,-2.8688120843224,0.00412016505575328,1,0,"Cnksr3"
"ENSMUSG00000030741",436.977479116138,-0.483073749261525,0.168600523579074,-2.86519720702387,0.00416749617308168,0.750368561182495,1,"Spns1"
"ENSMUSG00000028461",134.368497971876,-1.00824453426929,0.353626838942118,-2.8511538809822,0.00435608825466797,0.750368561182495,1,"Ccdc107"
"ENSMUSG00000021686",1131.23235650002,-0.262866159256613,0.0922593496428843,-2.84920889074235,0.00438280939545839,1,0,"Ap3b1"
"ENSMUSG00000039202",8320.17288516847,1.00723464254019,0.354279900322356,2.84304766266365,0.00446843875369669,0.884624882529003,0.321455752139802,"Abhd2"
"ENSMUSG00000032534",251.338517811323,-0.44008676604168,0.154911636092171,-2.84088901998189,0.00449879653620346,0.651352932168797,2.1743554841064,"Cep63"
"ENSMUSG00000110840",4.25279896967973,-2.80736842403468,0.994794997995716,-2.82205723761266,0.00477166601110556,0.757759526317705,1,NA
"ENSMUSG00000080538",15.0572324933215,-1.7456339680123,0.623518280882315,-2.79965162455562,0.005115778449399,0.692808174121154,1.8214557521398,"Gm25541"
"ENSMUSG00000111602",78.6887961049958,2.0610968661039,0.737289537638197,2.79550537595628,0.00518186399558519,0.796983714395382,0.955346847542093,NA
"ENSMUSG00000046997",44.8462307946672,1.35876435965999,0.486566696117495,2.79255520466587,0.00522935436761325,0.796983714395382,0.955346847542093,"Spsb4"
"ENSMUSG00000083327",51.6149351576734,-0.779984136254948,0.279564266237669,-2.7899994042581,0.00527081385426885,0.796983714395382,0.955346847542093,NA
"ENSMUSG00000044921",155.022778437957,1.16949360842182,0.419992462512677,2.78455856427785,0.00536006405452594,0.796983714395382,1,"Rassf9"
"ENSMUSG00000003849",78.863481578778,1.12857385915518,0.405339647881662,2.78426713264591,0.00536488291100724,0.796983714395382,0.955346847542093,"Nqo1"
"ENSMUSG00000026764",619.284939184473,1.98571242385087,0.713427329423648,2.78334224377843,0.0053802019771223,1,0,"Kif5c"
"ENSMUSG00000038866",1127.48154962195,-0.453564359388474,0.163109371827173,-2.78073757692513,0.00542355591679815,1,0,"Zcchc2"
"ENSMUSG00000005687",507.412703663326,-0.43944335260612,0.158366530180748,-2.77484991370696,0.0055227187980002,1,0,"Bcas2"
"ENSMUSG00000059323",168.645325559859,-0.661246701095714,0.239988106564604,-2.75533113103548,0.00586327624858731,0.796983714395382,1,"Tonsl"
"ENSMUSG00000032498",144.169879209526,-0.566114169906215,0.205625906301293,-2.75312668568481,0.00590290491499787,0.688699727343849,2.1743554841064,"Mlh1"
"ENSMUSG00000010307",331.126763977103,2.53566636776121,0.922962938606668,2.74731114511394,0.00600861019851457,0.750368561182495,1.35623245189201,"Tmem86a"
"ENSMUSG00000049482",332.540446935656,-0.39926349156407,0.145492120692017,-2.74422758885511,0.00606534713121847,0.750368561182495,1.35640476900685,"Ctu2"
"ENSMUSG00000104737",37.6297913453455,0.901207990033798,0.329003769292882,2.73920262971679,0.00615884019363583,0.740430627675242,1.8214557521398,NA
"ENSMUSG00000031297",7.59047772225546,-1.60399572697332,0.588383833383664,-2.72610434883823,0.00640867342048063,0.740430627675242,1.8214557521398,"Slc7a3"
"ENSMUSG00000110669",33.8167253691114,-1.29355330276289,0.477702022629145,-2.7078664972853,0.0067717256358069,0.700242086612541,2.28182943960692,NA
"ENSMUSG00000039092",43.238141664557,1.46015510449396,0.540208280910472,2.70294839248485,0.00687274162636848,0.750368561182495,1.76367587973401,"Sptlc3"
"ENSMUSG00000030077",67.16973100016,1.57075340015933,0.584918917830146,2.68542075196731,0.00724385510099525,0.83029390567849,1,"Chl1"
"ENSMUSG00000035842",305.996591531439,-0.577820027433652,0.21523092729975,-2.68465147961253,0.00726054734871377,0.796983714395382,1.35640476900685,"Ddx11"
"ENSMUSG00000037973",223.840391907419,1.69566382697054,0.632606271154041,2.68044106467234,0.00735252102928787,0.835345625407251,1,"Itprid1"
"ENSMUSG00000035202",736.674099561827,-1.24100567441901,0.463739114489245,-2.67608583284124,0.00744875660477549,1,0,"Lars2"
"ENSMUSG00000056078",18.7219695800578,2.60161761656128,0.974129000888423,2.6707115938326,0.00756906494725508,0.750368561182495,1.8214557521398,"Lipm"
"ENSMUSG00000115420",1402.73237696636,-1.51186926931453,0.567096471550896,-2.66598250061381,0.00767636886088708,1,0,NA
"ENSMUSG00000028140",447.19487220218,-0.685228171059409,0.25814103314884,-2.65447210271416,0.00794326073646242,0.843804754839396,1,"Mrpl9"
"ENSMUSG00000038970",1838.41248909108,-0.383887589775478,0.144666483752645,-2.65360420615365,0.00796371767488468,0.981449824424052,0.321455752139802,"Lmtk2"
"ENSMUSG00000037243",222.845012610287,-0.527332274743034,0.199244943134355,-2.64665324222278,0.00812926635141577,0.85275772967039,0.809856632836241,"Zfp692"
"ENSMUSG00000002083",151.9759727196,-0.540591588578446,0.204261969788471,-2.64656014596487,0.00813150434365482,0.843804754839396,1,"Bbc3"
"ENSMUSG00000106957",27.2607521123173,2.65473263479037,1.0049116985648,2.64175712013484,0.00824771776590971,0.747380764030462,2.28182943960692,NA
"ENSMUSG00000032311",14.7460026986381,1.53737717207411,0.586149954722446,2.62283935994176,0.0087200376591697,0.757759526317705,1.8214557521398,"Nrg4"
"ENSMUSG00000025178",721.218212477436,-0.345126921036422,0.131824551183111,-2.6180777248164,0.00884266611573791,1,0,"Pi4k2a"
"ENSMUSG00000023017",16.7070265061286,1.72816570056065,0.66240700226958,2.60891822495762,0.00908289449510183,0.757759526317705,1.89754986852252,"Asic1"
"ENSMUSG00000037993",959.00374575058,-0.318193626393043,0.122260818397238,-2.60258053695664,0.00925250806501618,0.85275772967039,1,"Dhx38"
"ENSMUSG00000003360",1502.24541482581,-0.272149573423515,0.104777289032797,-2.59740995339483,0.0093929744576722,1,0,"Ddx23"
"ENSMUSG00000074207",150.41689226061,1.16370152729571,0.448463036857145,2.59486609075074,0.00946277786408924,0.85275772967039,0.809856632836241,"Adh1"
"ENSMUSG00000021591",283.072358889837,-0.797253822733786,0.307844845543793,-2.58979104011138,0.00960342059796245,0.85275772967039,1,"Glrx"
"ENSMUSG00000066900",1157.78182081404,-0.331549508149183,0.128342828643269,-2.5833115231606,0.00978569186892052,1,0,"Suds3"
"ENSMUSG00000027006",958.133077902851,0.403502796277447,0.156663470099639,2.57560231508223,0.0100065663091594,1,0,"Dnajc10"
"ENSMUSG00000016256",1089.79326687632,-0.693803423050344,0.269789254195598,-2.57164958300131,0.0101215280437581,1,0.321455752139802,"Ctsz"
"ENSMUSG00000019428",1479.83710992712,-0.277983572782227,0.108174495870031,-2.56976998641361,0.010176605887544,1,0,"Fkbp8"
"ENSMUSG00000039263",654.630148111407,-0.448867775262589,0.17493114844966,-2.56596826374669,0.0102888241414586,0.85275772967039,1,"Npepl1"
"ENSMUSG00000085438",1473.64941306078,0.274292817230865,0.107014365714298,2.56314014852136,0.010373016750473,1,0,NA
"ENSMUSG00000113599",32.7886573959564,1.87636245803281,0.732307252934126,2.56226119639648,0.0103993076246375,0.796983714395382,1.8214557521398,NA
"ENSMUSG00000110982",207.798578986984,1.54426626625321,0.603835252047538,2.55742979731106,0.0105448840100555,0.843804754839396,1.35623245189201,NA
"ENSMUSG00000021265",44.8268075220786,0.734880935505045,0.287382028050504,2.55715689839832,0.010553160636695,0.85275772967039,1,"Slc25a29"
"ENSMUSG00000015519",37.2005525364366,3.83668849570441,1.50878031482042,2.54290731262692,0.0109934386819732,0.796983714395382,1.76367587973401,"2310057J18Rik"
"ENSMUSG00000057766",30.5365782937033,1.11865557329094,0.440355374841227,2.54034726769096,0.011074245034895,0.796983714395382,1.8214557521398,"Ankrd29"
"ENSMUSG00000056941",297.688915684579,-0.321256884434591,0.126503562003725,-2.53950860628834,0.0111008314107055,0.843804754839396,1.35623245189201,"Commd7"
"ENSMUSG00000022661",1045.61716903663,1.0806491255985,0.426335887699481,2.53473647604405,0.0112531945107521,0.85275772967039,1,"Cd200"
"ENSMUSG00000097454",15.0586485563997,1.13693011098785,0.448901394547295,2.5326945400435,0.0113189541396698,0.921725945062604,0.59046933967929,NA
"ENSMUSG00000063236",157.779440847852,-0.474816667890627,0.188420503361446,-2.51998407508651,0.0117360143811463,0.824618919196053,1.72258753566005,"1110038F14Rik"
"ENSMUSG00000020374",58.9541993144939,2.26785828279845,0.900234148677335,2.51918713162625,0.0117626123995826,0.796983714395382,2.05639593398718,"Rasgef1c"
"ENSMUSG00000070699",132.685906298482,-0.77977570597734,0.309604030245376,-2.51862259467142,0.0117814861805716,0.85275772967039,1,"Sars2"
"ENSMUSG00000031596",2101.22265317684,1.35137710807429,0.53796026386053,2.51203889740199,0.0120035857180709,1,0.321455752139802,"Slc7a2"
"ENSMUSG00000071454",542.619221349464,-0.565277416624746,0.225106735365104,-2.51115283471156,0.0120337584810281,1,0,NA
"ENSMUSG00000032018",305.611440383346,0.434635736663918,0.173133847360084,2.51040303956257,0.0120593434717938,0.843804754839396,1.58152939770723,"Sc5d"
"ENSMUSG00000028980",508.710608778134,0.422948797273855,0.168559234036653,2.50919980558221,0.0121005017702801,0.85275772967039,1,"H6pd"
"ENSMUSG00000108084",8.02529834630129,3.00042382522419,1.19613647359042,2.50842934018882,0.0121269219535803,0.799674413802976,1.89754986852252,NA
"ENSMUSG00000029028",689.69315193233,-0.429283860584978,0.171153602917812,-2.50817892972502,0.0121355198302264,1,0.321455752139802,"Lrrc47"
"ENSMUSG00000052821",88.0197967183989,1.30715460099209,0.521994915314875,2.50415198049121,0.0122745295595274,0.859817659271607,0.955346847542093,"Cysltr1"
"ENSMUSG00000018740",100.731966280282,0.658159539237158,0.262941032923329,2.50306896538689,0.0123121549988127,0.85275772967039,1.16095025387368,"Slc25a35"
"ENSMUSG00000023938",190.830618549038,-0.545279708143655,0.21793063289721,-2.50207922078051,0.0123466294068576,0.859576052577429,1,"Aars2"
"ENSMUSG00000040263",206.778234312102,-0.327127233400293,0.130753199226435,-2.50186791096242,0.0123540007370969,0.83029390567849,1.72258753566005,"Klhdc4"
"ENSMUSG00000064841",14.5619488148881,-2.27913224080801,0.911494343059622,-2.5004348717707,0.0124040938099777,0.859817659271607,1,NA
"ENSMUSG00000001415",1312.73179399094,-0.310327028682759,0.12417752868454,-2.49905946728181,0.0124523413212148,1,0.321455752139802,"Smg5"
"ENSMUSG00000056220",148.918746408596,0.778151877560929,0.311501892479229,2.49806468707992,0.0124873404947138,0.796983714395382,2.1743554841064,"Pla2g4a"
"ENSMUSG00000055407",76.1741646619757,0.83560630839929,0.335616536936936,2.48976500391071,0.012782758293352,0.859817659271607,1.00910594211926,"Map6"
"ENSMUSG00000054169",41.7761924182043,1.78422085690735,0.720574616267653,2.47610839547617,0.0132823245693312,0.843804754839396,1.76367587973401,NA
"ENSMUSG00000066705",215.904602077537,0.695962459255635,0.281365567514186,2.47351680379493,0.0133790512130824,0.85275772967039,1.35623245189201,"Fxyd6"
"ENSMUSG00000059851",401.522503579582,-0.527341255867043,0.213285407277706,-2.47246758509093,0.0134183881819306,1,0,"Kmt5c"
"ENSMUSG00000035451",896.515560525956,1.16284717354263,0.471374962543446,2.46692604814677,0.0136278499344501,1,0,"Foxa1"
"ENSMUSG00000041341",1497.23649286169,-0.317533429701496,0.128871426757129,-2.46395525906545,0.0137413263005533,0.883595908888702,1,"Atg2b"
"ENSMUSG00000024597",4811.01896388133,1.46424720117094,0.594841608617892,2.46157494693941,0.0138328493429749,1,0.321455752139802,"Slc12a2"
"ENSMUSG00000024697",66.2324841089086,1.0580009321482,0.431609238843766,2.4512935241666,0.0142343825246613,0.85275772967039,1.38313578921307,"Gna14"
"ENSMUSG00000105449",131.043977922692,0.749459170652079,0.30653828319339,2.44491214227639,0.0144887432221777,0.814108930273472,2.1743554841064,NA
"ENSMUSG00000047751",69.0158273407223,-1.37589356060858,0.563184236465786,-2.44306120718663,0.0145632671437234,0.89685724379046,1.00910594211926,NA
"ENSMUSG00000027933",869.176360784047,-0.287202613031737,0.11773328777805,-2.43943423692685,0.0147102798595435,1,0.321455752139802,"Ints3"
"ENSMUSG00000013858",1342.25142747182,-0.237301661235034,0.0973534753188202,-2.43752634878109,0.0147881364503242,1,0,"Tmem259"
"ENSMUSG00000020303",1526.28841895543,1.95148942035332,0.801537978919675,2.43468116505667,0.0149049165267164,1,0,"Stc2"
"ENSMUSG00000078887",16.3305528889735,1.784843377197,0.734052368239104,2.43149324819782,0.0150367285726349,0.843804754839396,1.8214557521398,NA
"ENSMUSG00000029375",285.647606559655,2.34943716445319,0.966939251601246,2.42976708263992,0.0151085286492558,0.85275772967039,1.58152939770723,NA
"ENSMUSG00000113640",49.7965455121434,-0.83946487237179,0.345645592630274,-2.42868675391946,0.0151536185287582,0.911135914071667,1,"Adat3"
"ENSMUSG00000042268",62.0595412371232,-1.2037801302846,0.497174749318013,-2.42124148890476,0.0154675981129368,0.843804754839396,2.05639593398718,"Slc26a9"
"ENSMUSG00000034789",260.543039452553,-0.391070475758952,0.162023280577796,-2.4136684207624,0.0157928271165618,0.83029390567849,2.1743554841064,"Rab24"
"ENSMUSG00000085830",9.80821816023921,1.56950244062011,0.650590849490777,2.41242624584803,0.0158467432269044,0.843804754839396,1.89754986852252,NA
"ENSMUSG00000024422",755.398340465851,-0.332827231263692,0.138060087200392,-2.4107418589458,0.0159201119197093,1,0.321455752139802,"Dhx16"
"ENSMUSG00000064453",13.1321266532572,-1.99314466931361,0.82846824162596,-2.40581903948647,0.0161362554845928,0.977084885980962,0.688470462862889,"Snord21"
"ENSMUSG00000027522",637.554747861101,-0.296169009906616,0.123110579137556,-2.40571534941522,0.0161408357507904,0.921725945062604,1,"Stx16"
"ENSMUSG00000021666",289.979637496236,-0.440687338547932,0.183243090879615,-2.40493290324081,0.0161754353405882,0.85275772967039,1.58152939770723,"Gfm2"
"ENSMUSG00000063953",261.957644971986,0.723438135492333,0.300936777042325,2.40395388892792,0.0162188189227419,0.921725945062604,0.809856632836241,"Amd2"
"ENSMUSG00000065686",3.38949264763932,-3.37692983013235,1.40493975260553,-2.4036118444721,0.01623400020672,1,0.59046933967929,"Snora5c"
"ENSMUSG00000080058",26.0382539533342,-1.84146330981066,0.767711313647133,-2.39864031840628,0.0164560701635092,0.921725945062604,1,NA
"ENSMUSG00000021223",801.987613920233,1.44892161006439,0.605339938501749,2.39356685047174,0.0166854403910541,1,0,"Papln"
"ENSMUSG00000015289",135.54509470174,-0.703762111459802,0.294746567175966,-2.38768552320289,0.0169548428527908,0.859817659271607,1.35623245189201,"Lage3"
"ENSMUSG00000019789",26.2980779672869,1.19349420593441,0.499896598325604,2.38748215117287,0.0169642264888513,0.843804754839396,2.04788932991134,"Hey2"
"ENSMUSG00000074884",1949.01154281759,-0.347246673711838,0.145590805071805,-2.38508656876082,0.0170751027599854,0.921725945062604,1,NA
"ENSMUSG00000037876",6555.231939582,-0.345068245402296,0.144928386077875,-2.38095693149359,0.0172677306880837,1,0.321455752139802,"Jmjd1c"
"ENSMUSG00000038838",345.936719356737,-0.550457042219237,0.231388309973383,-2.37893194467152,0.0173628812169511,0.859817659271607,1.35623245189201,"Vars2"
"ENSMUSG00000007603",417.007373114614,-0.325300584198006,0.136773642071761,-2.37838650247634,0.0173885890488117,0.921725945062604,1,"Dus3l"
"ENSMUSG00000034022",1163.78245623516,-0.307361295852196,0.129244299046077,-2.37814200023335,0.017400123781495,0.921725945062604,1,"Cpsf1"
"ENSMUSG00000033022",695.979519327332,1.3837967627391,0.58220816464839,2.3768075522864,0.0174631965300465,1,0,"Cdo1"
"ENSMUSG00000068921",611.910916850679,-0.368331549789946,0.155058288270378,-2.37543928737096,0.0175280756916664,1,0,"Dap3"
"ENSMUSG00000113041",104.100015461114,0.58871296458127,0.247945210330473,2.37436715876305,0.0175790604899095,0.921725945062604,0.955346847542093,NA
"ENSMUSG00000034210",773.898548393275,0.230556641294377,0.0971148184548778,2.37406242386685,0.0175935757850897,1,0,"Efcab14"
"ENSMUSG00000105135",7.16381394597471,1.50217184467866,0.632755520012027,2.3740161834544,0.0175957792508891,0.85275772967039,1.8214557521398,NA
"ENSMUSG00000112449",132.507600553287,-1.05764621669542,0.446109570047111,-2.37082162703599,0.017748594306815,0.843804754839396,2.1743554841064,"Srp54b"
"ENSMUSG00000094668",3.96790656076097,-3.76976735770671,1.59239177648427,-2.36736173432754,0.017915412759392,0.85275772967039,1.89754986852252,NA
"ENSMUSG00000032854",103.125404048843,1.39146704381747,0.588348769384582,2.36503773989867,0.0180282336818992,0.921725945062604,1.00910594211926,"Ugt8a"
"ENSMUSG00000038481",1136.86610177059,0.682362970435964,0.288911647833588,2.36183959889704,0.0181845082344648,0.921725945062604,1,"Cdk19"
"ENSMUSG00000007034",116.870347823241,1.40489690021389,0.595062069094591,2.36092497435014,0.0182294181813715,0.843804754839396,2.1743554841064,"Slc44a4"
"ENSMUSG00000051678",16.2660336086384,1.12436623621455,0.476402540125211,2.36011805461625,0.0182691202011409,0.85275772967039,1.89754986852252,"Pcdhb6"
"ENSMUSG00000096146",61.8854951967262,1.08551441086401,0.461356026881521,2.35287792423871,0.0186287487528534,0.85275772967039,1.76367587973401,"Kcnj11"
"ENSMUSG00000068747",1309.86588306492,0.813072812410146,0.346344061643061,2.34758698778584,0.0188954604149164,1,0,"Sort1"
"ENSMUSG00000018339",3561.64909761764,2.00963672554084,0.856945400226556,2.34511641582946,0.0190211394860234,1,0.321455752139802,"Gpx3"
"ENSMUSG00000116594",25.7165696599579,-1.03628223841528,0.442082131214544,-2.34409437804752,0.019073344333187,0.85275772967039,2.04788932991134,NA
"ENSMUSG00000033579",52.1742502081552,1.60914108203033,0.686603724843295,2.34362416603199,0.0190974044179868,0.85275772967039,1.8214557521398,"Fa2h"
"ENSMUSG00000064899",10.424905490395,-1.74558899112138,0.745009025612723,-2.34304408552064,0.019127122872128,1,0.59046933967929,NA
"ENSMUSG00000041649",54.2893481465721,0.616412690105428,0.263318823200168,2.34093667370239,0.0192354294462792,0.921725945062604,0.955346847542093,"Klf8"
"ENSMUSG00000045268",72.3834059010963,-0.554254841381817,0.236980042296282,-2.33882497450508,0.0193444936302274,0.921725945062604,0.955346847542093,"Zfp691"
"ENSMUSG00000085208",377.563993059624,0.4068904576269,0.174118757704609,2.33685596538189,0.0194466746607593,0.981449824424052,0.809856632836241,NA
"ENSMUSG00000081788",255.674733636408,-0.595424995400473,0.254939175489559,-2.33555707653435,0.0195143378941988,0.89685724379046,1.35623245189201,NA
"ENSMUSG00000064853",39.0436900609995,-1.38058635964362,0.592972509498422,-2.32824682009529,0.0198990013507358,0.921725945062604,1,"Gm23442"
"ENSMUSG00000004151",120.434626599227,0.590197811822458,0.25372421114408,2.32613911443913,0.0200111304836281,0.85275772967039,1.72258753566005,"Etv1"
"ENSMUSG00000020994",1320.61451699528,-0.328972372446182,0.141484216233306,-2.32515245307442,0.0200638097291815,1,0,"Pnn"
